"id","name","set_id","number","rarity","supertype","types","hp","evolvesFrom","artist","images_small","images_large"
"base2-51","Eevee","base2","51","Common","Pokémon","Colorless","50","","Kagemaru Himeno","https://images.pokemontcg.io/base2/51.png","https://images.pokemontcg.io/base2/51_hires.png"
"base2-52","Exeggcute","base2","52","Common","Pokémon","Grass","50","","Mitsuhiro Arita","https://images.pokemontcg.io/base2/52.png","https://images.pokemontcg.io/base2/52_hires.png"
"base2-53","Goldeen","base2","53","Common","Pokémon","Water","40","","Kagemaru Himeno","https://images.pokemontcg.io/base2/53.png","https://images.pokemontcg.io/base2/53_hires.png"
"base2-54","Jigglypuff","base2","54","Common","Pokémon","Colorless","60","","Kagemaru Himeno","https://images.pokemontcg.io/base2/54.png","https://images.pokemontcg.io/base2/54_hires.png"
"base2-55","Mankey","base2","55","Common","Pokémon","Fighting","30","","Kagemaru Himeno","https://images.pokemontcg.io/base2/55.png","https://images.pokemontcg.io/base2/55_hires.png"
"base2-56","Meowth","base2","56","Common","Pokémon","Colorless","50","","Mitsuhiro Arita","https://images.pokemontcg.io/base2/56.png","https://images.pokemontcg.io/base2/56_hires.png"
"base2-57","Nidoran ♀","base2","57","Common","Pokémon","Grass","60","","Ken Sugimori","https://images.pokemontcg.io/base2/57.png","https://images.pokemontcg.io/base2/57_hires.png"
"base2-58","Oddish","base2","58","Common","Pokémon","Grass","50","","Keiji Kinebuchi","https://images.pokemontcg.io/base2/58.png","https://images.pokemontcg.io/base2/58_hires.png"
"base2-59","Paras","base2","59","Common","Pokémon","Grass","40","","Ken Sugimori","https://images.pokemontcg.io/base2/59.png","https://images.pokemontcg.io/base2/59_hires.png"
"base2-60","Pikachu","base2","60","Common","Pokémon","Lightning","50","","Ken Sugimori","https://images.pokemontcg.io/base2/60.png","https://images.pokemontcg.io/base2/60_hires.png"
"base2-61","Rhyhorn","base2","61","Common","Pokémon","Fighting","70","","Mitsuhiro Arita","https://images.pokemontcg.io/base2/61.png","https://images.pokemontcg.io/base2/61_hires.png"
"base2-62","Spearow","base2","62","Common","Pokémon","Colorless","50","","Mitsuhiro Arita","https://images.pokemontcg.io/base2/62.png","https://images.pokemontcg.io/base2/62_hires.png"
"base2-63","Venonat","base2","63","Common","Pokémon","Grass","40","","Mitsuhiro Arita","https://images.pokemontcg.io/base2/63.png","https://images.pokemontcg.io/base2/63_hires.png"
"base2-64","Poké Ball","base2","64","Common","Trainer","","","","Keiji Kinebuchi","https://images.pokemontcg.io/base2/64.png","https://images.pokemontcg.io/base2/64_hires.png"
"base3-1","Aerodactyl","base3","1","Rare Holo","Pokémon","Fighting","60","Mysterious Fossil","Kagemaru Himeno","https://images.pokemontcg.io/base3/1.png","https://images.pokemontcg.io/base3/1_hires.png"
"base3-2","Articuno","base3","2","Rare Holo","Pokémon","Water","70","","Mitsuhiro Arita","https://images.pokemontcg.io/base3/2.png","https://images.pokemontcg.io/base3/2_hires.png"
"base3-3","Ditto","base3","3","Rare Holo","Pokémon","Colorless","50","","Keiji Kinebuchi","https://images.pokemontcg.io/base3/3.png","https://images.pokemontcg.io/base3/3_hires.png"
"base3-4","Dragonite","base3","4","Rare Holo","Pokémon","Colorless","100","Dragonair","Kagemaru Himeno","https://images.pokemontcg.io/base3/4.png","https://images.pokemontcg.io/base3/4_hires.png"
"base3-5","Gengar","base3","5","Rare Holo","Pokémon","Psychic","80","Haunter","Keiji Kinebuchi","https://images.pokemontcg.io/base3/5.png","https://images.pokemontcg.io/base3/5_hires.png"
"base3-6","Haunter","base3","6","Rare Holo","Pokémon","Psychic","50","Gastly","Ken Sugimori","https://images.pokemontcg.io/base3/6.png","https://images.pokemontcg.io/base3/6_hires.png"
"base3-7","Hitmonlee","base3","7","Rare Holo","Pokémon","Fighting","60","","Ken Sugimori","https://images.pokemontcg.io/base3/7.png","https://images.pokemontcg.io/base3/7_hires.png"
"base3-8","Hypno","base3","8","Rare Holo","Pokémon","Psychic","90","Drowzee","Ken Sugimori","https://images.pokemontcg.io/base3/8.png","https://images.pokemontcg.io/base3/8_hires.png"
"base3-9","Kabutops","base3","9","Rare Holo","Pokémon","Fighting","60","Kabuto","Ken Sugimori","https://images.pokemontcg.io/base3/9.png","https://images.pokemontcg.io/base3/9_hires.png"
"base3-10","Lapras","base3","10","Rare Holo","Pokémon","Water","80","","Ken Sugimori","https://images.pokemontcg.io/base3/10.png","https://images.pokemontcg.io/base3/10_hires.png"
"base3-11","Magneton","base3","11","Rare Holo","Pokémon","Lightning","80","Magnemite","Ken Sugimori","https://images.pokemontcg.io/base3/11.png","https://images.pokemontcg.io/base3/11_hires.png"
"base3-12","Moltres","base3","12","Rare Holo","Pokémon","Fire","70","","Mitsuhiro Arita","https://images.pokemontcg.io/base3/12.png","https://images.pokemontcg.io/base3/12_hires.png"
"base3-13","Muk","base3","13","Rare Holo","Pokémon","Grass","70","Grimer","Mitsuhiro Arita","https://images.pokemontcg.io/base3/13.png","https://images.pokemontcg.io/base3/13_hires.png"
"base3-14","Raichu","base3","14","Rare Holo","Pokémon","Lightning","90","Pikachu","Mitsuhiro Arita","https://images.pokemontcg.io/base3/14.png","https://images.pokemontcg.io/base3/14_hires.png"
"base3-15","Zapdos","base3","15","Rare Holo","Pokémon","Lightning","80","","Mitsuhiro Arita","https://images.pokemontcg.io/base3/15.png","https://images.pokemontcg.io/base3/15_hires.png"
"base3-16","Aerodactyl","base3","16","Rare","Pokémon","Fighting","60","Mysterious Fossil","Kagemaru Himeno","https://images.pokemontcg.io/base3/16.png","https://images.pokemontcg.io/base3/16_hires.png"
"base3-17","Articuno","base3","17","Rare","Pokémon","Water","70","","Mitsuhiro Arita","https://images.pokemontcg.io/base3/17.png","https://images.pokemontcg.io/base3/17_hires.png"
"base3-18","Ditto","base3","18","Rare","Pokémon","Colorless","50","","Keiji Kinebuchi","https://images.pokemontcg.io/base3/18.png","https://images.pokemontcg.io/base3/18_hires.png"
"base3-19","Dragonite","base3","19","Rare","Pokémon","Colorless","100","Dragonair","Kagemaru Himeno","https://images.pokemontcg.io/base3/19.png","https://images.pokemontcg.io/base3/19_hires.png"
"base3-20","Gengar","base3","20","Rare","Pokémon","Psychic","80","Haunter","Keiji Kinebuchi","https://images.pokemontcg.io/base3/20.png","https://images.pokemontcg.io/base3/20_hires.png"
"base3-21","Haunter","base3","21","Rare","Pokémon","Psychic","50","Gastly","Ken Sugimori","https://images.pokemontcg.io/base3/21.png","https://images.pokemontcg.io/base3/21_hires.png"
"base3-22","Hitmonlee","base3","22","Rare","Pokémon","Fighting","60","","Ken Sugimori","https://images.pokemontcg.io/base3/22.png","https://images.pokemontcg.io/base3/22_hires.png"
"base3-23","Hypno","base3","23","Rare","Pokémon","Psychic","90","Drowzee","Ken Sugimori","https://images.pokemontcg.io/base3/23.png","https://images.pokemontcg.io/base3/23_hires.png"
"base3-24","Kabutops","base3","24","Rare","Pokémon","Fighting","60","Kabuto","Ken Sugimori","https://images.pokemontcg.io/base3/24.png","https://images.pokemontcg.io/base3/24_hires.png"
"base3-25","Lapras","base3","25","Rare","Pokémon","Water","80","","Ken Sugimori","https://images.pokemontcg.io/base3/25.png","https://images.pokemontcg.io/base3/25_hires.png"
"base3-26","Magneton","base3","26","Rare","Pokémon","Lightning","80","Magnemite","Ken Sugimori","https://images.pokemontcg.io/base3/26.png","https://images.pokemontcg.io/base3/26_hires.png"
"base3-27","Moltres","base3","27","Rare","Pokémon","Fire","70","","Mitsuhiro Arita","https://images.pokemontcg.io/base3/27.png","https://images.pokemontcg.io/base3/27_hires.png"
"base3-28","Muk","base3","28","Rare","Pokémon","Grass","70","Grimer","Mitsuhiro Arita","https://images.pokemontcg.io/base3/28.png","https://images.pokemontcg.io/base3/28_hires.png"
"base3-29","Raichu","base3","29","Rare","Pokémon","Lightning","90","Pikachu","Mitsuhiro Arita","https://images.pokemontcg.io/base3/29.png","https://images.pokemontcg.io/base3/29_hires.png"
"base3-30","Zapdos","base3","30","Rare","Pokémon","Lightning","80","","Mitsuhiro Arita","https://images.pokemontcg.io/base3/30.png","https://images.pokemontcg.io/base3/30_hires.png"
"base3-31","Arbok","base3","31","Uncommon","Pokémon","Grass","60","Ekans","Ken Sugimori","https://images.pokemontcg.io/base3/31.png","https://images.pokemontcg.io/base3/31_hires.png"
"base3-32","Cloyster","base3","32","Uncommon","Pokémon","Water","50","Shellder","Kagemaru Himeno","https://images.pokemontcg.io/base3/32.png","https://images.pokemontcg.io/base3/32_hires.png"
"base3-33","Gastly","base3","33","Uncommon","Pokémon","Psychic","50","","Mitsuhiro Arita","https://images.pokemontcg.io/base3/33.png","https://images.pokemontcg.io/base3/33_hires.png"
"base3-34","Golbat","base3","34","Uncommon","Pokémon","Grass","60","Zubat","Kagemaru Himeno","https://images.pokemontcg.io/base3/34.png","https://images.pokemontcg.io/base3/34_hires.png"
"base3-35","Golduck","base3","35","Uncommon","Pokémon","Water","70","Psyduck","Kagemaru Himeno","https://images.pokemontcg.io/base3/35.png","https://images.pokemontcg.io/base3/35_hires.png"
"base3-36","Golem","base3","36","Uncommon","Pokémon","Fighting","80","Graveler","Kagemaru Himeno","https://images.pokemontcg.io/base3/36.png","https://images.pokemontcg.io/base3/36_hires.png"
"base3-37","Graveler","base3","37","Uncommon","Pokémon","Fighting","60","Geodude","Kagemaru Himeno","https://images.pokemontcg.io/base3/37.png","https://images.pokemontcg.io/base3/37_hires.png"
"base3-38","Kingler","base3","38","Uncommon","Pokémon","Water","60","Krabby","Kagemaru Himeno","https://images.pokemontcg.io/base3/38.png","https://images.pokemontcg.io/base3/38_hires.png"
"base3-39","Magmar","base3","39","Uncommon","Pokémon","Fire","70","","Mitsuhiro Arita","https://images.pokemontcg.io/base3/39.png","https://images.pokemontcg.io/base3/39_hires.png"
"base3-40","Omastar","base3","40","Uncommon","Pokémon","Water","70","Omanyte","Ken Sugimori","https://images.pokemontcg.io/base3/40.png","https://images.pokemontcg.io/base3/40_hires.png"
"base3-41","Sandslash","base3","41","Uncommon","Pokémon","Fighting","70","Sandshrew","Ken Sugimori","https://images.pokemontcg.io/base3/41.png","https://images.pokemontcg.io/base3/41_hires.png"
"base3-42","Seadra","base3","42","Uncommon","Pokémon","Water","60","Horsea","Ken Sugimori","https://images.pokemontcg.io/base3/42.png","https://images.pokemontcg.io/base3/42_hires.png"
"base3-43","Slowbro","base3","43","Uncommon","Pokémon","Psychic","60","Slowpoke","Kagemaru Himeno","https://images.pokemontcg.io/base3/43.png","https://images.pokemontcg.io/base3/43_hires.png"
"base3-44","Tentacruel","base3","44","Uncommon","Pokémon","Water","60","Tentacool","Kagemaru Himeno","https://images.pokemontcg.io/base3/44.png","https://images.pokemontcg.io/base3/44_hires.png"
"base3-45","Weezing","base3","45","Uncommon","Pokémon","Grass","60","Koffing","Mitsuhiro Arita","https://images.pokemontcg.io/base3/45.png","https://images.pokemontcg.io/base3/45_hires.png"
"base3-46","Ekans","base3","46","Common","Pokémon","Grass","40","","Kagemaru Himeno","https://images.pokemontcg.io/base3/46.png","https://images.pokemontcg.io/base3/46_hires.png"
"base3-47","Geodude","base3","47","Common","Pokémon","Fighting","50","","Kagemaru Himeno","https://images.pokemontcg.io/base3/47.png","https://images.pokemontcg.io/base3/47_hires.png"
"base3-48","Grimer","base3","48","Common","Pokémon","Grass","50","","Mitsuhiro Arita","https://images.pokemontcg.io/base3/48.png","https://images.pokemontcg.io/base3/48_hires.png"
"base3-49","Horsea","base3","49","Common","Pokémon","Water","40","","Mitsuhiro Arita","https://images.pokemontcg.io/base3/49.png","https://images.pokemontcg.io/base3/49_hires.png"
"base3-50","Kabuto","base3","50","Common","Pokémon","Fighting","30","Mysterious Fossil","Ken Sugimori","https://images.pokemontcg.io/base3/50.png","https://images.pokemontcg.io/base3/50_hires.png"
"base3-51","Krabby","base3","51","Common","Pokémon","Water","50","","Mitsuhiro Arita","https://images.pokemontcg.io/base3/51.png","https://images.pokemontcg.io/base3/51_hires.png"
"base3-52","Omanyte","base3","52","Common","Pokémon","Water","40","Mysterious Fossil","Kagemaru Himeno","https://images.pokemontcg.io/base3/52.png","https://images.pokemontcg.io/base3/52_hires.png"
"base3-53","Psyduck","base3","53","Common","Pokémon","Water","50","","Kagemaru Himeno","https://images.pokemontcg.io/base3/53.png","https://images.pokemontcg.io/base3/53_hires.png"
"base3-54","Shellder","base3","54","Common","Pokémon","Water","30","","Mitsuhiro Arita","https://images.pokemontcg.io/base3/54.png","https://images.pokemontcg.io/base3/54_hires.png"
"base3-55","Slowpoke","base3","55","Common","Pokémon","Psychic","50","","Miki Tanaka","https://images.pokemontcg.io/base3/55.png","https://images.pokemontcg.io/base3/55_hires.png"
"base3-56","Tentacool","base3","56","Common","Pokémon","Water","30","","Kagemaru Himeno","https://images.pokemontcg.io/base3/56.png","https://images.pokemontcg.io/base3/56_hires.png"
"base3-57","Zubat","base3","57","Common","Pokémon","Grass","40","","Kagemaru Himeno","https://images.pokemontcg.io/base3/57.png","https://images.pokemontcg.io/base3/57_hires.png"
"base3-58","Mr. Fuji","base3","58","Uncommon","Trainer","","","","Ken Sugimori","https://images.pokemontcg.io/base3/58.png","https://images.pokemontcg.io/base3/58_hires.png"
"base3-59","Energy Search","base3","59","Common","Trainer","","","","Keiji Kinebuchi","https://images.pokemontcg.io/base3/59.png","https://images.pokemontcg.io/base3/59_hires.png"
"base3-60","Gambler","base3","60","Common","Trainer","","","","Keiji Kinebuchi","https://images.pokemontcg.io/base3/60.png","https://images.pokemontcg.io/base3/60_hires.png"
"base3-61","Recycle","base3","61","Common","Trainer","","","","Keiji Kinebuchi","https://images.pokemontcg.io/base3/61.png","https://images.pokemontcg.io/base3/61_hires.png"
"base3-62","Mysterious Fossil","base3","62","Common","Trainer","","10","","Keiji Kinebuchi","https://images.pokemontcg.io/base3/62.png","https://images.pokemontcg.io/base3/62_hires.png"
"base4-1","Alakazam","base4","1","Rare Holo","Pokémon","Psychic","80","Kadabra","Ken Sugimori","https://images.pokemontcg.io/base4/1.png","https://images.pokemontcg.io/base4/1_hires.png"
"base4-2","Blastoise","base4","2","Rare Holo","Pokémon","Water","100","Wartortle","Ken Sugimori","https://images.pokemontcg.io/base4/2.png","https://images.pokemontcg.io/base4/2_hires.png"
"base4-3","Chansey","base4","3","Rare Holo","Pokémon","Colorless","120","","Ken Sugimori","https://images.pokemontcg.io/base4/3.png","https://images.pokemontcg.io/base4/3_hires.png"
"base4-4","Charizard","base4","4","Rare Holo","Pokémon","Fire","120","Charmeleon","Mitsuhiro Arita","https://images.pokemontcg.io/base4/4.png","https://images.pokemontcg.io/base4/4_hires.png"
"base4-5","Clefable","base4","5","Rare Holo","Pokémon","Colorless","70","Clefairy","Mitsuhiro Arita","https://images.pokemontcg.io/base4/5.png","https://images.pokemontcg.io/base4/5_hires.png"
"base4-6","Clefairy","base4","6","Rare Holo","Pokémon","Colorless","40","","Ken Sugimori","https://images.pokemontcg.io/base4/6.png","https://images.pokemontcg.io/base4/6_hires.png"
"base4-7","Gyarados","base4","7","Rare Holo","Pokémon","Water","100","Magikarp","Mitsuhiro Arita","https://images.pokemontcg.io/base4/7.png","https://images.pokemontcg.io/base4/7_hires.png"
"base4-8","Hitmonchan","base4","8","Rare Holo","Pokémon","Fighting","70","","Ken Sugimori","https://images.pokemontcg.io/base4/8.png","https://images.pokemontcg.io/base4/8_hires.png"
"base4-9","Magneton","base4","9","Rare Holo","Pokémon","Lightning","60","Magnemite","Keiji Kinebuchi","https://images.pokemontcg.io/base4/9.png","https://images.pokemontcg.io/base4/9_hires.png"
"base4-10","Mewtwo","base4","10","Rare Holo","Pokémon","Psychic","60","","Ken Sugimori","https://images.pokemontcg.io/base4/10.png","https://images.pokemontcg.io/base4/10_hires.png"
"base4-11","Nidoking","base4","11","Rare Holo","Pokémon","Grass","90","Nidorino","Ken Sugimori","https://images.pokemontcg.io/base4/11.png","https://images.pokemontcg.io/base4/11_hires.png"
"base4-12","Nidoqueen","base4","12","Rare Holo","Pokémon","Grass","90","Nidorina","Ken Sugimori","https://images.pokemontcg.io/base4/12.png","https://images.pokemontcg.io/base4/12_hires.png"
"base4-13","Ninetales","base4","13","Rare Holo","Pokémon","Fire","80","Vulpix","Ken Sugimori","https://images.pokemontcg.io/base4/13.png","https://images.pokemontcg.io/base4/13_hires.png"
"base4-14","Pidgeot","base4","14","Rare Holo","Pokémon","Colorless","80","Pidgeotto","Kagemaru Himeno","https://images.pokemontcg.io/base4/14.png","https://images.pokemontcg.io/base4/14_hires.png"
